/usr/local/gcc/7.1.0/bin/g++
/usr/local/gcc/7.1.0/lib:/usr/local/gcc/7.1.0/lib64
copy, wrapper_strategy, uint32_t,  0.9969, 100
stable_sort, wrapper_strategy, uint32_t,  0.8236, 100
stable_sort, wrapper_strategy, uint32_t,  0.9378, 200
stable_sort, wrapper_strategy, uint32_t,  1.0097, 500
stable_sort, wrapper_strategy, uint32_t,  1.0426, 1000
stable_sort, wrapper_strategy, uint32_t,  0.9960, 2000
stable_sort, wrapper_strategy, uint32_t,  1.0289, 5000
stable_sort, wrapper_strategy, uint32_t,  1.0244, 10000
stable_sort, wrapper_strategy, uint32_t,  1.0263, 20000
stable_sort, wrapper_strategy, uint32_t,  1.0107, 50000
stable_sort, wrapper_strategy, uint32_t,  1.0255, 100000
stable_sort, wrapper_strategy, uint32_t,  1.0131, 200000
stable_sort, wrapper_strategy, uint32_t,  1.0153, 500000
stable_sort, wrapper_strategy, uint32_t,  1.0248, 1000000

stable_sort, wrapper_strategy, uint64_t,  0.9723, 100
stable_sort, wrapper_strategy, uint64_t,  0.9383, 200
stable_sort, wrapper_strategy, uint64_t,  0.9560, 500
stable_sort, wrapper_strategy, uint64_t,  1.0233, 1000
stable_sort, wrapper_strategy, uint64_t,  1.0092, 2000
stable_sort, wrapper_strategy, uint64_t,  1.0407, 5000
stable_sort, wrapper_strategy, uint64_t,  1.0275, 10000
stable_sort, wrapper_strategy, uint64_t,  1.0409, 20000
stable_sort, wrapper_strategy, uint64_t,  1.0263, 50000
stable_sort, wrapper_strategy, uint64_t,  1.0490, 100000
stable_sort, wrapper_strategy, uint64_t,  1.0294, 200000
stable_sort, wrapper_strategy, uint64_t,  1.0388, 500000
stable_sort, wrapper_strategy, uint64_t,  1.0336, 1000000

stable_sort, wrapper_strategy, string,  0.9693, 100
stable_sort, wrapper_strategy, string,  1.0513, 200
stable_sort, wrapper_strategy, string,  1.0544, 500
stable_sort, wrapper_strategy, string,  1.0509, 1000
stable_sort, wrapper_strategy, string,  1.0683, 2000
stable_sort, wrapper_strategy, string,  1.0680, 5000
stable_sort, wrapper_strategy, string,  1.0736, 10000
stable_sort, wrapper_strategy, string,  1.0831, 20000
stable_sort, wrapper_strategy, string,  1.0704, 50000
stable_sort, wrapper_strategy, string,  1.0851, 100000
stable_sort, wrapper_strategy, string,  1.0994, 200000
stable_sort, wrapper_strategy, string,  1.1711, 500000
stable_sort, wrapper_strategy, string,  1.1625, 1000000

stable_sort, wrapper_strategy, test_struct,  0.9098, 100
stable_sort, wrapper_strategy, test_struct,  0.9251, 200
stable_sort, wrapper_strategy, test_struct,  0.9639, 500
stable_sort, wrapper_strategy, test_struct,  0.9600, 1000
stable_sort, wrapper_strategy, test_struct,  0.9915, 2000
stable_sort, wrapper_strategy, test_struct,  0.9917, 5000
stable_sort, wrapper_strategy, test_struct,  0.9762, 10000
stable_sort, wrapper_strategy, test_struct,  0.9954, 20000
stable_sort, wrapper_strategy, test_struct,  0.9999, 50000
stable_sort, wrapper_strategy, test_struct,  0.9988, 100000
stable_sort, wrapper_strategy, test_struct,  1.0501, 200000
stable_sort, wrapper_strategy, test_struct,  1.0870, 500000
stable_sort, wrapper_strategy, test_struct,  1.1303, 1000000

stable_sort, based_2dxl_strategy, uint32_t,  1.0042, 100
stable_sort, based_2dxl_strategy, uint32_t,  1.0285, 200
stable_sort, based_2dxl_strategy, uint32_t,  1.0817, 500
stable_sort, based_2dxl_strategy, uint32_t,  1.1263, 1000
stable_sort, based_2dxl_strategy, uint32_t,  1.1307, 2000
stable_sort, based_2dxl_strategy, uint32_t,  1.1842, 5000
stable_sort, based_2dxl_strategy, uint32_t,  1.1465, 10000
stable_sort, based_2dxl_strategy, uint32_t,  1.1651, 20000
stable_sort, based_2dxl_strategy, uint32_t,  1.1429, 50000
stable_sort, based_2dxl_strategy, uint32_t,  1.1754, 100000
stable_sort, based_2dxl_strategy, uint32_t,  1.1589, 200000
stable_sort, based_2dxl_strategy, uint32_t,  1.1657, 500000
stable_sort, based_2dxl_strategy, uint32_t,  1.1896, 1000000

stable_sort, based_2dxl_strategy, uint64_t,  1.0679, 100
stable_sort, based_2dxl_strategy, uint64_t,  1.0170, 200
stable_sort, based_2dxl_strategy, uint64_t,  1.0939, 500
stable_sort, based_2dxl_strategy, uint64_t,  1.1531, 1000
stable_sort, based_2dxl_strategy, uint64_t,  1.1590, 2000
stable_sort, based_2dxl_strategy, uint64_t,  1.2357, 5000
stable_sort, based_2dxl_strategy, uint64_t,  1.1514, 10000
stable_sort, based_2dxl_strategy, uint64_t,  1.1842, 20000
stable_sort, based_2dxl_strategy, uint64_t,  1.1664, 50000
stable_sort, based_2dxl_strategy, uint64_t,  1.1852, 100000
stable_sort, based_2dxl_strategy, uint64_t,  1.1683, 200000
stable_sort, based_2dxl_strategy, uint64_t,  1.1731, 500000
stable_sort, based_2dxl_strategy, uint64_t,  1.1803, 1000000

stable_sort, based_2dxl_strategy, string,  1.1606, 100
stable_sort, based_2dxl_strategy, string,  1.1514, 200
stable_sort, based_2dxl_strategy, string,  1.1219, 500
stable_sort, based_2dxl_strategy, string,  1.0823, 1000
stable_sort, based_2dxl_strategy, string,  1.0844, 2000
stable_sort, based_2dxl_strategy, string,  1.1239, 5000
stable_sort, based_2dxl_strategy, string,  1.1057, 10000
stable_sort, based_2dxl_strategy, string,  1.1169, 20000
stable_sort, based_2dxl_strategy, string,  1.1079, 50000
stable_sort, based_2dxl_strategy, string,  1.1263, 100000
stable_sort, based_2dxl_strategy, string,  1.1336, 200000
stable_sort, based_2dxl_strategy, string,  1.2170, 500000
stable_sort, based_2dxl_strategy, string,  1.2161, 1000000

stable_sort, based_2dxl_strategy, test_struct,  1.0654, 100
stable_sort, based_2dxl_strategy, test_struct,  0.9932, 200
stable_sort, based_2dxl_strategy, test_struct,  1.0139, 500
stable_sort, based_2dxl_strategy, test_struct,  1.0460, 1000
stable_sort, based_2dxl_strategy, test_struct,  0.9698, 2000
stable_sort, based_2dxl_strategy, test_struct,  1.0386, 5000
stable_sort, based_2dxl_strategy, test_struct,  1.0268, 10000
stable_sort, based_2dxl_strategy, test_struct,  1.0330, 20000
stable_sort, based_2dxl_strategy, test_struct,  1.0447, 50000
stable_sort, based_2dxl_strategy, test_struct,  1.0589, 100000
stable_sort, based_2dxl_strategy, test_struct,  1.1003, 200000
stable_sort, based_2dxl_strategy, test_struct,  1.1183, 500000
stable_sort, based_2dxl_strategy, test_struct,  1.1269, 1000000

stable_sort, based_2d_strategy, uint32_t,  1.3120, 100
stable_sort, based_2d_strategy, uint32_t,  1.3309, 200
stable_sort, based_2d_strategy, uint32_t,  1.3914, 500
stable_sort, based_2d_strategy, uint32_t,  1.4950, 1000
stable_sort, based_2d_strategy, uint32_t,  1.4615, 2000
stable_sort, based_2d_strategy, uint32_t,  1.5020, 5000
stable_sort, based_2d_strategy, uint32_t,  1.4808, 10000
stable_sort, based_2d_strategy, uint32_t,  1.4560, 20000
stable_sort, based_2d_strategy, uint32_t,  1.4161, 50000
stable_sort, based_2d_strategy, uint32_t,  1.4718, 100000
stable_sort, based_2d_strategy, uint32_t,  1.4251, 200000
stable_sort, based_2d_strategy, uint32_t,  1.4322, 500000
stable_sort, based_2d_strategy, uint32_t,  1.4429, 1000000

stable_sort, based_2d_strategy, uint64_t,  1.5391, 100
stable_sort, based_2d_strategy, uint64_t,  1.2365, 200
stable_sort, based_2d_strategy, uint64_t,  1.3287, 500
stable_sort, based_2d_strategy, uint64_t,  1.4713, 1000
stable_sort, based_2d_strategy, uint64_t,  1.4290, 2000
stable_sort, based_2d_strategy, uint64_t,  1.5008, 5000
stable_sort, based_2d_strategy, uint64_t,  1.4268, 10000
stable_sort, based_2d_strategy, uint64_t,  1.4768, 20000
stable_sort, based_2d_strategy, uint64_t,  1.4202, 50000
stable_sort, based_2d_strategy, uint64_t,  1.4513, 100000
stable_sort, based_2d_strategy, uint64_t,  1.4175, 200000
stable_sort, based_2d_strategy, uint64_t,  1.4335, 500000
stable_sort, based_2d_strategy, uint64_t,  1.4384, 1000000

stable_sort, based_2d_strategy, string,  1.1432, 100
stable_sort, based_2d_strategy, string,  1.1094, 200
stable_sort, based_2d_strategy, string,  1.1043, 500
stable_sort, based_2d_strategy, string,  1.1011, 1000
stable_sort, based_2d_strategy, string,  1.1025, 2000
stable_sort, based_2d_strategy, string,  1.1097, 5000
stable_sort, based_2d_strategy, string,  1.1196, 10000
stable_sort, based_2d_strategy, string,  1.1211, 20000
stable_sort, based_2d_strategy, string,  1.1110, 50000
stable_sort, based_2d_strategy, string,  1.1339, 100000
stable_sort, based_2d_strategy, string,  1.1546, 200000
stable_sort, based_2d_strategy, string,  1.2150, 500000
stable_sort, based_2d_strategy, string,  1.2252, 1000000

stable_sort, based_2d_strategy, test_struct,  1.1612, 100
stable_sort, based_2d_strategy, test_struct,  1.0745, 200
stable_sort, based_2d_strategy, test_struct,  1.0882, 500
stable_sort, based_2d_strategy, test_struct,  1.0928, 1000
stable_sort, based_2d_strategy, test_struct,  1.0454, 2000
stable_sort, based_2d_strategy, test_struct,  1.0855, 5000
stable_sort, based_2d_strategy, test_struct,  1.0666, 10000
stable_sort, based_2d_strategy, test_struct,  1.0892, 20000
stable_sort, based_2d_strategy, test_struct,  1.0852, 50000
stable_sort, based_2d_strategy, test_struct,  1.1120, 100000
stable_sort, based_2d_strategy, test_struct,  1.1488, 200000
stable_sort, based_2d_strategy, test_struct,  1.1311, 500000
stable_sort, based_2d_strategy, test_struct,  1.1537, 1000000

stable_sort, based_1d_strategy, uint32_t,  1.1629, 100
stable_sort, based_1d_strategy, uint32_t,  1.1799, 200
stable_sort, based_1d_strategy, uint32_t,  1.2740, 500
stable_sort, based_1d_strategy, uint32_t,  1.3229, 1000
stable_sort, based_1d_strategy, uint32_t,  1.3788, 2000
stable_sort, based_1d_strategy, uint32_t,  1.3801, 5000
stable_sort, based_1d_strategy, uint32_t,  1.3427, 10000
stable_sort, based_1d_strategy, uint32_t,  1.3690, 20000
stable_sort, based_1d_strategy, uint32_t,  1.3438, 50000
stable_sort, based_1d_strategy, uint32_t,  1.3594, 100000
stable_sort, based_1d_strategy, uint32_t,  1.3389, 200000
stable_sort, based_1d_strategy, uint32_t,  1.3491, 500000
stable_sort, based_1d_strategy, uint32_t,  1.3619, 1000000

stable_sort, based_1d_strategy, uint64_t,  1.2239, 100
stable_sort, based_1d_strategy, uint64_t,  1.2012, 200
stable_sort, based_1d_strategy, uint64_t,  1.3178, 500
stable_sort, based_1d_strategy, uint64_t,  1.3736, 1000
stable_sort, based_1d_strategy, uint64_t,  1.2999, 2000
stable_sort, based_1d_strategy, uint64_t,  1.3583, 5000
stable_sort, based_1d_strategy, uint64_t,  1.3387, 10000
stable_sort, based_1d_strategy, uint64_t,  1.3672, 20000
stable_sort, based_1d_strategy, uint64_t,  1.3357, 50000
stable_sort, based_1d_strategy, uint64_t,  1.3731, 100000
stable_sort, based_1d_strategy, uint64_t,  1.3362, 200000
stable_sort, based_1d_strategy, uint64_t,  1.3364, 500000
stable_sort, based_1d_strategy, uint64_t,  1.3446, 1000000

stable_sort, based_1d_strategy, string,  1.1789, 100
stable_sort, based_1d_strategy, string,  1.0629, 200
stable_sort, based_1d_strategy, string,  1.0813, 500
stable_sort, based_1d_strategy, string,  1.1207, 1000
stable_sort, based_1d_strategy, string,  1.1011, 2000
stable_sort, based_1d_strategy, string,  1.1135, 5000
stable_sort, based_1d_strategy, string,  1.1146, 10000
stable_sort, based_1d_strategy, string,  1.1211, 20000
stable_sort, based_1d_strategy, string,  1.1217, 50000
stable_sort, based_1d_strategy, string,  1.1382, 100000
stable_sort, based_1d_strategy, string,  1.1465, 200000
stable_sort, based_1d_strategy, string,  1.2235, 500000
stable_sort, based_1d_strategy, string,  1.2259, 1000000

stable_sort, based_1d_strategy, test_struct,  1.0653, 100
stable_sort, based_1d_strategy, test_struct,  1.0460, 200
stable_sort, based_1d_strategy, test_struct,  1.0689, 500
stable_sort, based_1d_strategy, test_struct,  1.0049, 1000
stable_sort, based_1d_strategy, test_struct,  1.0445, 2000
stable_sort, based_1d_strategy, test_struct,  1.0730, 5000
stable_sort, based_1d_strategy, test_struct,  1.0505, 10000
stable_sort, based_1d_strategy, test_struct,  1.0702, 20000
stable_sort, based_1d_strategy, test_struct,  1.0694, 50000
stable_sort, based_1d_strategy, test_struct,  1.0917, 100000
stable_sort, based_1d_strategy, test_struct,  1.1192, 200000
stable_sort, based_1d_strategy, test_struct,  1.1214, 500000
stable_sort, based_1d_strategy, test_struct,  1.1699, 1000000

stable_sort, offset_strategy, uint32_t,  1.9937, 100
stable_sort, offset_strategy, uint32_t,  1.7963, 200
stable_sort, offset_strategy, uint32_t,  1.8343, 500
stable_sort, offset_strategy, uint32_t,  1.9023, 1000
stable_sort, offset_strategy, uint32_t,  1.8616, 2000
stable_sort, offset_strategy, uint32_t,  1.9163, 5000
stable_sort, offset_strategy, uint32_t,  1.8097, 10000
stable_sort, offset_strategy, uint32_t,  1.9031, 20000
stable_sort, offset_strategy, uint32_t,  1.8264, 50000
stable_sort, offset_strategy, uint32_t,  1.8822, 100000
stable_sort, offset_strategy, uint32_t,  1.8264, 200000
stable_sort, offset_strategy, uint32_t,  1.8335, 500000
stable_sort, offset_strategy, uint32_t,  1.8669, 1000000

stable_sort, offset_strategy, uint64_t,  2.2246, 100
stable_sort, offset_strategy, uint64_t,  1.9379, 200
stable_sort, offset_strategy, uint64_t,  1.9819, 500
stable_sort, offset_strategy, uint64_t,  2.1048, 1000
stable_sort, offset_strategy, uint64_t,  2.1554, 2000
stable_sort, offset_strategy, uint64_t,  2.1021, 5000
stable_sort, offset_strategy, uint64_t,  1.9762, 10000
stable_sort, offset_strategy, uint64_t,  2.1129, 20000
stable_sort, offset_strategy, uint64_t,  1.9837, 50000
stable_sort, offset_strategy, uint64_t,  2.0586, 100000
stable_sort, offset_strategy, uint64_t,  1.9859, 200000
stable_sort, offset_strategy, uint64_t,  1.9933, 500000
stable_sort, offset_strategy, uint64_t,  2.0146, 1000000

stable_sort, offset_strategy, string,  1.1924, 100
stable_sort, offset_strategy, string,  1.1963, 200
stable_sort, offset_strategy, string,  1.1801, 500
stable_sort, offset_strategy, string,  1.2107, 1000
stable_sort, offset_strategy, string,  1.1865, 2000
stable_sort, offset_strategy, string,  1.1982, 5000
stable_sort, offset_strategy, string,  1.1944, 10000
stable_sort, offset_strategy, string,  1.2086, 20000
stable_sort, offset_strategy, string,  1.1964, 50000
stable_sort, offset_strategy, string,  1.2143, 100000
stable_sort, offset_strategy, string,  1.2171, 200000
stable_sort, offset_strategy, string,  1.2985, 500000
stable_sort, offset_strategy, string,  1.3105, 1000000

stable_sort, offset_strategy, test_struct,  1.5575, 100
stable_sort, offset_strategy, test_struct,  1.3792, 200
stable_sort, offset_strategy, test_struct,  1.3514, 500
stable_sort, offset_strategy, test_struct,  1.3622, 1000
stable_sort, offset_strategy, test_struct,  1.3131, 2000
stable_sort, offset_strategy, test_struct,  1.3667, 5000
stable_sort, offset_strategy, test_struct,  1.3022, 10000
stable_sort, offset_strategy, test_struct,  1.3561, 20000
stable_sort, offset_strategy, test_struct,  1.3298, 50000
stable_sort, offset_strategy, test_struct,  1.3442, 100000
stable_sort, offset_strategy, test_struct,  1.3188, 200000
stable_sort, offset_strategy, test_struct,  1.2416, 500000
stable_sort, offset_strategy, test_struct,  1.2508, 1000000

